Position,Expression
0,0.0392465
0.010101,0.131616
0.020202,0.181079
0.030303,0.219037
0.040404,0.245043
0.0505051,0.262286
0.0606061,0.270511
0.0707071,0.268695
0.0808081,0.269153
0.0909091,0.269226
0.10101,0.26242
0.111111,0.253673
0.121212,0.241286
0.131313,0.227091
0.141414,0.217289
0.151515,0.210997
0.161616,0.207228
0.171717,0.203674
0.181818,0.202457
0.191919,0.202953
0.20202,0.204646
0.212121,0.209232
0.222222,0.212064
0.232323,0.214931
0.242424,0.217747
0.252525,0.219908
0.262626,0.221619
0.272727,0.224917
0.282828,0.228011
0.292929,0.230854
0.30303,0.234202
0.313131,0.238845
0.323232,0.244119
0.333333,0.249784
0.343434,0.254219
0.353535,0.259372
0.363636,0.266003
0.373737,0.271393
0.383838,0.278101
0.393939,0.285466
0.40404,0.292483
0.414141,0.297285
0.424242,0.299137
0.434343,0.305606
0.444444,0.30902
0.454545,0.315713
0.464646,0.317375
0.474747,0.322326
0.484848,0.32641
0.494949,0.32959
0.505051,0.333261
0.515152,0.340687
0.525253,0.342573
0.535354,0.353599
0.545455,0.358078
0.555556,0.368583
0.565657,0.37446
0.575758,0.380502
0.585859,0.388929
0.59596,0.398036
0.606061,0.408154
0.616162,0.414968
0.626263,0.420824
0.636364,0.437737
0.646465,0.451118
0.656566,0.464847
0.666667,0.4774
0.676768,0.491566
0.686869,0.504014
0.69697,0.518935
0.707071,0.53271
0.717172,0.550377
0.727273,0.564557
0.737374,0.573822
0.747475,0.586795
0.757576,0.595735
0.767677,0.607656
0.777778,0.619347
0.787879,0.633004
0.79798,0.652321
0.808081,0.671428
0.818182,0.690267
0.828283,0.713422
0.838384,0.734335
0.848485,0.752578
0.858586,0.766902
0.868687,0.777743
0.878788,0.805094
0.888889,0.817496
0.89899,0.845632
0.909091,0.87596
0.919192,0.890823
0.929293,0.908507
0.939394,0.923093
0.949495,0.962166
0.959596,0.948883
0.969697,0.901289
0.979798,0.782047
0.989899,0.595591
1,2.65799e-07
